respondent_id,survey_year,age,gender,country,self_employed,family_history,treatment,work_interfere,no_employees,remote_work,tech_company,benefits,care_options,wellness_program,seek_help,anonymity,leave,mental_health_consequence,phys_health_consequence,coworkers,supervisor,mental_health_interview,phys_health_interview,mental_vs_physical,obs_consequence,comments
142,2019,24,Female,United States,No,No,No,Often,More than 1000,Yes,Yes,Yes,Don't know,Don't know,Don't know,No,Somewhat easy,No,Yes,Yes,Yes,No,Maybe,No,No,Open conversations help reduce stigma.
143,2019,34,Non-binary,Other,No,No,No,Never,26-100,Yes,No,Yes,Yes,Yes,No,Don't know,Don't know,Yes,No,No,No,No,No,Yes,No,More anonymous support options would help.
144,2024,30,Male,United States,Yes,Yes,Yes,Often,500-1000,Yes,Yes,Yes,Yes,Yes,No,Yes,Somewhat easy,Maybe,No,Yes,No,No,Yes,Yes,No,We have EAP but nobody talks about it.
145,2024,25,Male,United Kingdom,No,No,Yes,Rarely,26-100,Yes,Yes,Yes,Yes,Don't know,Don't know,Don't know,Somewhat difficult,Yes,Maybe,Yes,Some of them,Maybe,Maybe,Don't know,No,HR resources are available but rarely used.
146,2022,29,Male,United States,No,Yes,No,Rarely,1-5,Yes,Yes,No,Don't know,No,Don't know,Don't know,Very difficult,Maybe,No,Some of them,No,No,No,Don't know,No,Stigma is still a major issue in my workplace.
147,2020,31,Female,Germany,Yes,No,No,Sometimes,100-500,No,Yes,Yes,Yes,Yes,Don't know,Yes,Don't know,Yes,No,Some of them,No,No,No,Yes,No,
148,2022,20,Male,Germany,No,No,No,Never,26-100,Yes,Yes,Don't know,Don't know,Yes,Don't know,No,Somewhat easy,Maybe,Maybe,Some of them,No,No,Maybe,Yes,No,
149,2022,24,Female,United States,Yes,No,No,Often,6-25,No,Yes,No,No,Yes,Yes,Yes,Somewhat difficult,No,Maybe,No,No,No,No,Don't know,No,We have EAP but nobody talks about it.
150,2021,25,Female,United States,No,Yes,No,Often,More than 1000,Yes,Yes,Yes,Don't know,Yes,Yes,Yes,Don't know,Yes,No,Some of them,Yes,Yes,Yes,Don't know,No,
151,2022,26,Female,United States,No,No,No,Rarely,500-1000,Yes,No,No,Yes,Don't know,No,Yes,Don't know,Yes,No,Some of them,Yes,No,No,Yes,Yes,
152,2024,37,Male,United States,No,No,No,Never,26-100,No,Yes,Yes,Don't know,Don't know,No,Don't know,Somewhat difficult,Maybe,No,No,No,Maybe,Maybe,Yes,No,
153,2021,41,Female,Other,No,No,No,Rarely,1-5,Yes,No,No,Don't know,Yes,Don't know,No,Very difficult,Yes,No,No,Yes,Maybe,Maybe,Yes,No,
154,2022,18,Male,United Kingdom,No,Yes,No,Often,More than 1000,No,No,No,Don't know,Yes,Don't know,Don't know,Somewhat difficult,Maybe,No,Some of them,Yes,No,No,Don't know,No,Management needs training on mental health.
155,2024,35,Female,Netherlands,No,No,Yes,Sometimes,26-100,Yes,Yes,Yes,Don't know,Don't know,No,Yes,Somewhat difficult,Yes,No,Some of them,No,No,Maybe,Don't know,No,More anonymous support options would help.
156,2022,30,Male,Other,No,No,No,Rarely,500-1000,Yes,Yes,Don't know,Yes,Don't know,No,Yes,Somewhat easy,Maybe,No,No,Yes,Maybe,No,Don't know,Yes,Anonymous reporting would increase participation.
157,2021,30,Male,Canada,No,No,Yes,Rarely,26-100,No,Yes,No,No,No,Don't know,No,Very easy,Maybe,No,No,No,No,Yes,No,No,Anonymous reporting would increase participation.
158,2024,24,Female,Germany,No,No,Yes,Sometimes,6-25,No,No,No,Don't know,Yes,No,No,Don't know,Maybe,Yes,No,Yes,Maybe,Yes,No,No,
159,2023,21,Male,Netherlands,No,No,No,Never,6-25,No,Yes,No,No,No,No,Don't know,Don't know,Yes,Yes,Some of them,Yes,No,No,No,No,Glad to see more companies taking this seriously.
160,2023,18,Male,United States,No,No,Yes,Often,26-100,Yes,No,No,Don't know,No,No,No,Don't know,Maybe,Maybe,Yes,Yes,Maybe,Maybe,Don't know,Yes,
161,2020,23,Female,Canada,Yes,Yes,No,Never,100-500,No,Yes,Yes,Yes,Don't know,Yes,Don't know,Somewhat easy,No,Maybe,Yes,Yes,No,Yes,Don't know,No,We have EAP but nobody talks about it.
162,2024,43,Male,United States,No,No,No,Rarely,500-1000,No,No,Yes,No,No,No,Yes,Somewhat difficult,Yes,No,Some of them,No,Yes,No,Yes,No,
163,2021,43,Male,United States,No,No,Yes,Sometimes,100-500,No,Yes,Yes,Don't know,Don't know,Don't know,Don't know,Very difficult,No,No,No,No,Maybe,No,Yes,No,
164,2021,27,Male,Other,No,No,No,Rarely,26-100,Yes,Yes,No,Don't know,No,Don't know,No,Don't know,Yes,No,No,No,No,Maybe,Yes,No,HR resources are available but rarely used.
165,2024,24,Male,United States,No,No,No,Rarely,More than 1000,No,Yes,Yes,Don't know,Yes,No,Yes,Somewhat easy,Yes,Yes,Yes,No,Maybe,Maybe,Don't know,Yes,Better awareness programs needed.
166,2019,30,Male,United States,Yes,Yes,No,Never,100-500,No,Yes,Yes,Yes,Yes,Don't know,Don't know,Somewhat easy,Maybe,Maybe,No,No,No,Maybe,Don't know,Yes,
167,2019,18,Male,United States,No,No,Yes,Often,100-500,No,Yes,Don't know,Don't know,No,Yes,No,Somewhat easy,No,No,No,Yes,No,Yes,Yes,No,
168,2023,30,Male,Netherlands,No,No,Yes,Rarely,6-25,Yes,Yes,Yes,Yes,Don't know,No,No,Very easy,Yes,No,No,Yes,Yes,No,Yes,No,Anonymous reporting would increase participation.
169,2020,18,Female,Other,Yes,Yes,Yes,Sometimes,100-500,No,Yes,No,Don't know,Yes,Yes,Yes,Somewhat difficult,No,No,Yes,No,No,No,Yes,No,HR resources are available but rarely used.
170,2023,41,Male,United States,No,No,Yes,Often,6-25,No,Yes,No,No,Yes,Don't know,Yes,Don't know,No,No,No,Yes,Yes,Maybe,No,No,Management needs training on mental health.
171,2024,18,Female,India,No,No,No,Sometimes,100-500,Yes,Yes,Yes,Don't know,Don't know,Yes,Yes,Somewhat easy,Maybe,Maybe,Yes,Yes,Maybe,No,No,No,
172,2024,28,Female,United States,Yes,No,Yes,Never,26-100,Yes,Yes,Don't know,No,Don't know,No,No,Somewhat easy,No,No,Yes,No,No,Maybe,Don't know,No,
173,2023,28,Male,United States,No,No,Yes,Never,500-1000,Yes,Yes,No,No,Yes,Don't know,No,Somewhat difficult,Maybe,No,No,Yes,No,No,Don't know,No,Stigma is still a major issue in my workplace.
174,2020,46,Female,United States,Yes,No,Yes,Often,More than 1000,Yes,No,No,No,No,Don't know,No,Don't know,Yes,No,No,Yes,No,No,Yes,No,Leadership support makes all the difference.
175,2020,19,Female,United States,No,No,No,Never,100-500,Yes,Yes,Yes,Don't know,No,Don't know,Yes,Don't know,No,Maybe,No,No,No,Yes,Don't know,No,
176,2020,30,Male,Canada,No,No,No,Rarely,500-1000,No,Yes,No,Don't know,Yes,Yes,Don't know,Somewhat easy,No,Yes,Yes,Yes,Maybe,No,No,No,
177,2019,35,Male,Germany,No,No,Yes,Often,More than 1000,No,No,Don't know,Yes,No,Yes,Yes,Very difficult,No,No,Some of them,Some of them,Maybe,No,Yes,No,
178,2022,27,Male,United States,Yes,No,No,Rarely,500-1000,Yes,No,No,Yes,No,Yes,Yes,Somewhat difficult,No,No,Yes,Some of them,No,No,No,No,
179,2024,44,Male,Canada,No,Yes,Yes,Sometimes,6-25,No,No,No,Don't know,Don't know,No,No,Somewhat easy,Maybe,Maybe,No,Some of them,Maybe,No,Yes,No,
180,2022,26,Female,Germany,No,No,No,Rarely,More than 1000,No,Yes,Yes,No,No,No,Don't know,Somewhat easy,Yes,No,No,Yes,Maybe,No,Don't know,No,Leadership support makes all the difference.
181,2024,34,Male,United States,No,No,Yes,Sometimes,More than 1000,No,Yes,Don't know,Don't know,No,Yes,Yes,Somewhat easy,No,No,Some of them,No,No,No,Yes,No,More anonymous support options would help.
182,2019,40,Male,United States,No,No,Yes,Sometimes,More than 1000,Yes,Yes,Don't know,No,Yes,Don't know,Don't know,Somewhat easy,Maybe,No,Some of them,Some of them,Yes,Maybe,No,No,Open conversations help reduce stigma.
183,2024,28,Female,United Kingdom,Yes,No,Yes,Never,More than 1000,No,No,Don't know,Don't know,Don't know,Yes,Yes,Very easy,Yes,No,No,Yes,No,Yes,Yes,Yes,Anonymous reporting would increase participation.
184,2024,26,Non-binary,Australia,No,No,No,Rarely,26-100,No,No,Don't know,No,No,No,Yes,Somewhat easy,No,No,Yes,Yes,Maybe,Yes,Yes,No,Leadership support makes all the difference.
185,2024,18,Male,United States,No,No,No,Rarely,500-1000,Yes,Yes,Yes,No,No,Yes,No,Somewhat easy,No,Yes,No,Yes,Maybe,Yes,No,Yes,Glad to see more companies taking this seriously.
186,2022,28,Male,Netherlands,No,Yes,No,Rarely,500-1000,Yes,Yes,Don't know,Yes,No,Don't know,Don't know,Somewhat difficult,No,No,No,No,No,No,Don't know,No,Burnout is rampant in my team.
187,2021,25,Male,Sweden,No,Yes,Yes,Often,6-25,Yes,Yes,Yes,Don't know,Yes,No,No,Don't know,No,No,No,No,No,Yes,No,No,Anonymous reporting would increase participation.
188,2020,18,Male,United States,Yes,No,Yes,Rarely,More than 1000,Yes,Yes,Yes,Don't know,Don't know,No,Yes,Somewhat easy,Maybe,No,Yes,No,Maybe,Maybe,Yes,No,Better awareness programs needed.
189,2023,27,Male,United States,No,No,No,Never,1-5,No,Yes,Don't know,Don't know,No,Don't know,Yes,Don't know,No,Yes,No,Some of them,Yes,No,Yes,No,
190,2020,34,Male,Other,No,No,No,Rarely,500-1000,No,Yes,Yes,Yes,Yes,No,Don't know,Somewhat difficult,No,Maybe,Yes,Yes,No,No,No,No,
191,2023,24,Male,Other,No,No,No,Never,100-500,No,Yes,Yes,Don't know,Yes,Yes,Yes,Somewhat easy,Yes,No,Yes,No,No,Yes,No,No,Burnout is rampant in my team.
192,2024,30,Female,United States,Yes,No,No,Never,500-1000,Yes,Yes,Yes,No,No,Don't know,Yes,Very easy,Yes,Maybe,No,Some of them,No,No,Yes,No,Glad to see more companies taking this seriously.
193,2024,35,Non-binary,Germany,No,No,Yes,Sometimes,26-100,Yes,Yes,Don't know,Don't know,Don't know,Don't know,No,Somewhat easy,Maybe,Yes,No,No,No,Maybe,Yes,No,
194,2021,18,Male,United States,No,No,No,Never,26-100,Yes,Yes,Don't know,Don't know,No,No,Don't know,Very easy,Yes,No,No,Yes,Maybe,No,No,No,Anonymous reporting would increase participation.
195,2020,36,Female,United Kingdom,No,No,Yes,Sometimes,More than 1000,No,No,Don't know,Don't know,Yes,Yes,Yes,Don't know,No,No,Some of them,Some of them,Maybe,No,Don't know,No,
196,2021,36,Male,United States,No,Yes,Yes,Sometimes,26-100,No,No,Don't know,Yes,Don't know,No,No,Don't know,No,No,No,Yes,No,No,Don't know,No,Open conversations help reduce stigma.
197,2021,45,Female,Netherlands,No,Yes,No,Sometimes,26-100,No,No,No,Yes,Don't know,Don't know,Yes,Don't know,No,No,Some of them,Yes,Yes,No,Don't know,Yes,Leadership support makes all the difference.
198,2019,36,Male,Germany,No,No,Yes,Rarely,6-25,No,Yes,No,No,Don't know,Don't know,Don't know,Somewhat easy,Maybe,No,No,Yes,Yes,No,No,No,
199,2020,18,Male,Canada,No,Yes,Yes,Often,More than 1000,No,No,Yes,Yes,Yes,Don't know,Yes,Somewhat easy,Yes,No,No,Some of them,No,No,Don't know,No,
200,2024,38,Male,United States,No,No,Yes,Sometimes,More than 1000,Yes,Yes,Yes,Don't know,No,No,Yes,Don't know,No,No,No,Some of them,No,Maybe,Yes,No,Burnout is rampant in my team.
201,2022,31,Female,United States,No,No,No,Never,26-100,Yes,Yes,No,No,Don't know,Don't know,Don't know,Somewhat easy,No,No,No,No,No,No,Yes,No,
202,2021,33,Male,United States,No,No,Yes,Often,1-5,Yes,Yes,No,Yes,Don't know,No,No,Don't know,Maybe,Maybe,Yes,Some of them,Maybe,Maybe,Don't know,No,Glad to see more companies taking this seriously.
203,2023,45,Female,United States,No,No,No,Rarely,500-1000,No,Yes,Don't know,Yes,Don't know,No,Don't know,Don't know,No,Maybe,Yes,Some of them,No,No,Yes,No,More anonymous support options would help.
204,2022,32,Male,United States,No,Yes,No,Never,1-5,Yes,Yes,Don't know,Don't know,No,Don't know,No,Don't know,Maybe,Maybe,No,Some of them,No,Maybe,Yes,Yes,Better awareness programs needed.
205,2023,33,Female,Germany,No,Yes,No,Never,26-100,No,Yes,No,No,Yes,Yes,No,Somewhat difficult,Maybe,Yes,No,Yes,Yes,No,No,No,
206,2020,20,Male,United States,No,Yes,Yes,Often,More than 1000,No,Yes,Yes,Yes,Don't know,Don't know,Yes,Very easy,Yes,No,No,Yes,No,Yes,Don't know,Yes,More anonymous support options would help.
207,2021,32,Male,United States,No,Yes,Yes,Sometimes,26-100,Yes,Yes,Don't know,No,Don't know,No,No,Very easy,No,Maybe,Some of them,Yes,No,Maybe,Don't know,No,Anonymous reporting would increase participation.
208,2019,29,Male,United Kingdom,No,No,Yes,Often,6-25,No,Yes,Yes,Don't know,Yes,No,No,Somewhat easy,No,No,Yes,No,Maybe,Maybe,Yes,No,Burnout is rampant in my team.
209,2020,43,Male,United States,No,No,No,Never,1-5,Yes,No,No,No,No,No,No,Somewhat difficult,Maybe,No,Yes,No,No,No,Don't know,Yes,Remote work has been a double-edged sword.
210,2023,23,Male,India,No,Yes,Yes,Rarely,500-1000,No,Yes,Yes,No,Yes,Yes,Don't know,Somewhat easy,Maybe,Maybe,Some of them,No,No,Maybe,Yes,No,
211,2022,18,Male,Canada,No,No,Yes,Sometimes,More than 1000,Yes,Yes,Yes,Don't know,No,Don't know,No,Somewhat difficult,Yes,No,Yes,Some of them,Maybe,No,Yes,No,
212,2023,23,Female,United States,No,No,No,Never,6-25,Yes,Yes,Don't know,No,Don't know,No,Don't know,Don't know,No,No,No,No,No,Maybe,Yes,Yes,Open conversations help reduce stigma.
213,2023,23,Female,United States,Yes,Yes,No,Never,6-25,No,Yes,No,Don't know,Yes,Don't know,No,Don't know,Maybe,No,No,Yes,No,No,Yes,No,Remote work has been a double-edged sword.
214,2023,35,Male,United States,No,No,Yes,Rarely,26-100,No,Yes,No,Don't know,Yes,Don't know,No,Don't know,No,Yes,Yes,No,No,Maybe,No,No,
215,2020,45,Male,Netherlands,No,No,Yes,Often,500-1000,Yes,No,No,No,Don't know,Yes,Yes,Somewhat easy,Yes,No,No,No,Yes,Maybe,Yes,No,Remote work has been a double-edged sword.
216,2023,31,Male,United Kingdom,No,Yes,No,Never,6-25,Yes,No,Don't know,Don't know,No,Yes,No,Somewhat difficult,Maybe,No,Yes,No,No,No,Yes,No,
217,2022,34,Non-binary,Sweden,No,Yes,No,Never,100-500,No,Yes,Yes,No,Yes,Yes,Yes,Somewhat easy,Yes,No,Some of them,No,No,Maybe,Don't know,No,
218,2023,52,Male,India,No,Yes,Yes,Sometimes,26-100,No,Yes,No,No,No,Yes,Don't know,Somewhat easy,No,No,No,No,Maybe,No,Don't know,No,Open conversations help reduce stigma.
219,2023,26,Male,United States,Yes,No,Yes,Sometimes,More than 1000,No,Yes,Yes,Yes,Don't know,Yes,No,Don't know,No,Yes,Yes,Yes,No,No,Yes,No,
220,2023,18,Male,India,Yes,No,Yes,Sometimes,100-500,No,Yes,Yes,Yes,No,Don't know,Don't know,Don't know,Maybe,No,No,No,No,Maybe,No,No,
221,2021,27,Male,Other,No,No,No,Sometimes,500-1000,Yes,Yes,Yes,No,Yes,Don't know,No,Don't know,Maybe,No,Yes,No,Maybe,No,Yes,No,Stigma is still a major issue in my workplace.
222,2021,28,Male,United Kingdom,No,No,No,Rarely,More than 1000,No,No,Yes,Yes,Yes,Yes,Don't know,Don't know,No,No,No,No,Yes,Maybe,Don't know,No,
223,2023,49,Male,Other,No,No,Yes,Sometimes,26-100,No,Yes,No,Yes,No,Yes,Don't know,Somewhat easy,Yes,No,No,Some of them,No,No,Don't know,Yes,
224,2022,25,Male,United States,No,No,No,Often,26-100,Yes,Yes,No,Yes,Yes,No,No,Very easy,Maybe,No,No,Some of them,No,No,Don't know,No,Anonymous reporting would increase participation.
225,2024,34,Male,Ireland,No,No,No,Never,26-100,Yes,No,No,No,Don't know,No,No,Somewhat difficult,Maybe,Yes,Some of them,Yes,Maybe,No,Yes,No,Open conversations help reduce stigma.
226,2022,23,Male,Germany,No,No,No,Never,100-500,No,Yes,Don't know,Yes,Yes,Yes,Yes,Somewhat difficult,Maybe,No,No,Some of them,No,Maybe,Don't know,No,We have EAP but nobody talks about it.
227,2023,30,Male,Canada,No,No,No,Rarely,6-25,No,No,No,No,No,Yes,Don't know,Somewhat difficult,No,No,No,Yes,No,Yes,Yes,No,Stigma is still a major issue in my workplace.
228,2020,34,Male,United States,No,Yes,Yes,Sometimes,100-500,Yes,No,Yes,Yes,Don't know,Yes,No,Very easy,Yes,No,No,Some of them,No,Maybe,Yes,Yes,We have EAP but nobody talks about it.
229,2019,46,Male,United States,No,No,No,Never,More than 1000,Yes,No,Don't know,Yes,Yes,Yes,Yes,Somewhat easy,No,No,No,Some of them,No,Maybe,Yes,Yes,Remote work has been a double-edged sword.
230,2021,34,Male,United Kingdom,No,No,No,Never,100-500,No,No,No,Yes,No,Yes,Yes,Somewhat easy,Yes,Yes,Some of them,No,Maybe,No,No,Yes,Glad to see more companies taking this seriously.
231,2020,34,Male,United States,No,No,No,Rarely,100-500,Yes,No,Don't know,Yes,Yes,Yes,Don't know,Very difficult,Yes,Maybe,Some of them,Yes,No,No,Don't know,No,Leadership support makes all the difference.
232,2020,38,Male,Ireland,No,No,No,Sometimes,26-100,No,Yes,No,Don't know,Don't know,Don't know,Yes,Don't know,Yes,No,No,No,No,Maybe,Yes,Yes,
233,2023,40,Male,United States,No,Yes,No,Rarely,26-100,Yes,No,No,No,No,Yes,No,Don't know,No,No,Some of them,Yes,No,Maybe,No,No,Management needs training on mental health.
234,2021,20,Male,Germany,No,Yes,No,Sometimes,500-1000,No,Yes,No,Yes,Yes,Yes,Yes,Don't know,No,No,Yes,No,No,Maybe,Yes,No,We have EAP but nobody talks about it.
235,2023,22,Male,Other,Yes,No,No,Rarely,100-500,No,Yes,Yes,No,Don't know,Yes,Yes,Somewhat difficult,No,Maybe,No,Some of them,No,Maybe,Don't know,No,Anonymous reporting would increase participation.
236,2022,29,Male,United States,No,No,Yes,Rarely,26-100,No,Yes,No,No,No,No,Don't know,Very easy,Yes,No,No,Yes,No,No,Don't know,No,Leadership support makes all the difference.
237,2019,29,Female,Germany,No,Yes,Yes,Sometimes,100-500,No,Yes,No,Don't know,Don't know,No,Yes,Somewhat difficult,Yes,No,Some of them,Yes,No,Yes,Don't know,No,We have EAP but nobody talks about it.
238,2022,37,Male,Germany,No,No,No,Sometimes,500-1000,No,Yes,Yes,Yes,Yes,Don't know,Don't know,Very difficult,No,No,Some of them,No,Maybe,No,Yes,No,
239,2023,30,Male,Netherlands,No,Yes,Yes,Sometimes,26-100,Yes,Yes,No,Don't know,No,No,No,Somewhat easy,Maybe,Maybe,No,No,Maybe,Maybe,Yes,Yes,Glad to see more companies taking this seriously.
240,2024,18,Male,United States,No,No,No,Never,100-500,Yes,Yes,Yes,Yes,Yes,Don't know,Don't know,Somewhat easy,Maybe,Maybe,Some of them,Yes,No,Maybe,Don't know,No,Glad to see more companies taking this seriously.
241,2021,21,Female,United Kingdom,No,Yes,Yes,Sometimes,500-1000,Yes,Yes,Don't know,Yes,Don't know,Yes,Don't know,Somewhat difficult,Maybe,Maybe,No,Some of them,No,Maybe,Don't know,No,Anonymous reporting would increase participation.
242,2023,30,Female,United States,No,No,No,Never,1-5,No,No,Don't know,No,Don't know,No,Yes,Somewhat difficult,No,No,Some of them,No,No,No,Don't know,No,
243,2024,33,Male,Netherlands,No,No,No,Rarely,26-100,Yes,Yes,Don't know,Don't know,Yes,No,Don't know,Very easy,Maybe,No,No,Yes,No,Maybe,Yes,Yes,Remote work has been a double-edged sword.
244,2023,37,Male,United States,No,No,Yes,Never,100-500,Yes,Yes,Don't know,Yes,Yes,Yes,No,Don't know,Maybe,No,No,Yes,Maybe,No,Yes,No,More anonymous support options would help.
245,2023,41,Male,Canada,No,Yes,Yes,Rarely,More than 1000,Yes,Yes,No,Yes,Yes,Yes,Don't know,Don't know,No,No,Some of them,No,Maybe,No,Yes,No,Remote work has been a double-edged sword.
246,2020,26,Male,United States,No,No,No,Never,More than 1000,Yes,Yes,Don't know,Don't know,Yes,Yes,Yes,Somewhat difficult,Maybe,No,Yes,No,No,No,No,Yes,Burnout is rampant in my team.
247,2023,29,Male,United States,No,No,No,Sometimes,26-100,No,Yes,No,No,No,Don't know,Don't know,Very easy,Maybe,No,Some of them,No,Maybe,Maybe,Yes,Yes,
248,2022,26,Female,Other,No,No,Yes,Never,500-1000,No,No,Yes,Yes,Yes,Yes,Don't know,Somewhat easy,Maybe,Yes,No,Yes,No,Yes,Yes,Yes,Burnout is rampant in my team.
249,2022,37,Male,United States,No,Yes,Yes,Often,100-500,No,No,Yes,Yes,Don't know,Yes,Yes,Somewhat easy,No,No,Some of them,Yes,No,Yes,Yes,No,
250,2024,27,Female,United States,No,No,Yes,Sometimes,1-5,No,Yes,Don't know,No,Don't know,Yes,Don't know,Very easy,No,No,Some of them,Some of them,Maybe,Maybe,Yes,No,Management needs training on mental health.
251,2021,37,Male,United States,No,No,No,Never,100-500,Yes,Yes,Yes,Yes,No,Don't know,Don't know,Don't know,Yes,No,Yes,No,No,Yes,Yes,No,
252,2024,18,Male,Other,No,No,No,Never,6-25,No,No,No,Don't know,Yes,Don't know,Yes,Very difficult,No,No,No,No,No,Yes,Don't know,No,
253,2024,20,Female,Brazil,No,Yes,No,Rarely,26-100,No,Yes,Yes,No,Don't know,No,Yes,Somewhat easy,Yes,No,No,No,No,No,Don't know,No,
254,2020,21,Female,United Kingdom,No,Yes,No,Never,6-25,No,No,Don't know,No,No,Yes,Don't know,Somewhat easy,Yes,No,Yes,No,No,Yes,Yes,Yes,
255,2019,21,Male,Other,Yes,No,Yes,Sometimes,More than 1000,Yes,Yes,Yes,Don't know,Yes,Don't know,No,Somewhat difficult,No,No,Yes,Yes,Maybe,No,No,Yes,
256,2023,29,Non-binary,United States,No,No,No,Sometimes,100-500,No,No,Don't know,Yes,Yes,Yes,Yes,Somewhat difficult,Maybe,No,No,Some of them,No,No,No,Yes,
257,2024,25,Female,United Kingdom,No,No,No,Rarely,More than 1000,Yes,Yes,Yes,Don't know,Don't know,No,Don't know,Somewhat difficult,Maybe,No,Yes,No,No,No,Don't know,No,Open conversations help reduce stigma.
258,2021,38,Male,Canada,No,No,Yes,Often,100-500,No,No,Yes,Yes,No,Yes,Yes,Very difficult,Maybe,Maybe,No,No,Maybe,No,Don't know,No,Better awareness programs needed.
259,2021,36,Male,United States,No,Yes,Yes,Often,100-500,No,Yes,Yes,Don't know,No,No,Don't know,Very difficult,No,No,No,Yes,Maybe,Yes,Yes,No,Management needs training on mental health.
260,2024,20,Male,Canada,No,No,No,Rarely,More than 1000,Yes,Yes,Yes,Don't know,Yes,Don't know,Don't know,Somewhat easy,No,No,No,No,No,Yes,Yes,No,Better awareness programs needed.
261,2019,33,Male,United States,No,No,No,Rarely,More than 1000,No,Yes,No,Don't know,No,Yes,Yes,Somewhat difficult,Yes,No,No,No,No,Yes,No,No,
262,2023,37,Female,Other,No,Yes,No,Often,500-1000,Yes,Yes,No,Yes,No,No,No,Don't know,No,No,No,Yes,Maybe,Yes,Yes,No,More anonymous support options would help.
263,2022,33,Male,Germany,No,No,Yes,Sometimes,More than 1000,No,Yes,Don't know,No,Yes,No,Yes,Don't know,No,Maybe,Yes,No,Maybe,No,Yes,Yes,Leadership support makes all the difference.
264,2024,18,Female,United Kingdom,No,Yes,No,Never,100-500,Yes,Yes,Yes,Yes,Yes,Don't know,Yes,Somewhat easy,No,No,Yes,No,No,Yes,Yes,Yes,Glad to see more companies taking this seriously.
265,2024,39,Male,United States,No,Yes,No,Never,26-100,Yes,Yes,Yes,No,No,No,No,Somewhat easy,Yes,No,Yes,Some of them,Maybe,Maybe,Don't know,No,HR resources are available but rarely used.
