student_id,age,gender,ethnicity,parental_education,family_income,school_type,school_region,study_hours_per_week,attendance_rate,extracurricular_activities,sports_participation,tutoring_sessions,parental_involvement,internet_access,has_laptop,sleep_hours,stress_level,motivation_score,reading_score,writing_score,math_score,science_score,overall_gpa,passed
STU00172,23,F,C,some_college,high,public,suburban,10.0,80.4,1,no,12,medium,yes,yes,7.9,3.5,5.4,73.0,82.2,66.6,85.8,3.21,1
STU00173,22,M,D,phd,high,public,urban,12.3,98.2,4,yes,2,high,yes,yes,10.0,5.2,5.7,98.1,66.3,89.7,100.0,3.56,1
STU00174,22,M,A,none,high,public,suburban,17.6,79.5,3,no,14,high,yes,yes,6.8,3.6,5.9,88.4,97.3,100.0,81.4,3.36,1
STU00175,20,M,D,some_college,middle,public,urban,11.1,92.2,4,yes,17,medium,yes,yes,6.7,8.4,3.6,86.6,88.0,88.2,100.0,3.66,1
STU00176,22,M,B,some_college,low,private,suburban,5.8,91.9,4,no,20,medium,no,yes,8.4,5.2,1.5,59.0,89.9,90.0,55.5,3.09,1
STU00177,16,M,A,none,middle,private,rural,10.6,78.8,1,no,1,medium,no,yes,5.7,5.8,4.2,59.9,69.7,72.9,60.4,2.66,1
STU00178,24,F,C,high_school,low,public,urban,12.2,83.6,1,yes,3,low,yes,yes,9.3,10.0,3.3,56.7,71.3,69.5,56.8,2.33,1
STU00179,20,F,B,some_college,low,public,suburban,25.1,76.3,0,no,6,medium,yes,no,5.9,7.8,3.0,71.2,92.4,97.6,90.0,3.66,1
STU00180,25,F,C,some_college,middle,public,urban,20.1,85.3,4,yes,18,high,yes,yes,7.5,7.3,7.3,100.0,100.0,100.0,100.0,4.0,1
STU00181,16,M,D,high_school,high,private,rural,30.6,89.4,2,no,12,high,yes,yes,7.1,5.7,6.9,100.0,100.0,100.0,100.0,3.83,1
STU00182,20,M,D,none,middle,public,urban,3.6,80.9,1,no,1,low,no,yes,5.4,8.0,3.7,66.1,44.9,41.7,52.3,1.7,0
STU00183,22,F,C,high_school,low,public,rural,17.9,85.6,0,no,10,medium,yes,no,6.5,5.5,4.6,94.9,80.8,81.3,78.2,3.36,1
STU00184,20,M,E,bachelor,high,charter,urban,21.7,78.4,5,no,17,medium,yes,yes,5.8,5.3,6.2,92.1,90.5,92.9,100.0,3.84,1
STU00185,19,F,C,bachelor,high,public,rural,12.6,74.0,3,yes,14,medium,yes,no,6.4,4.9,4.3,72.4,53.1,78.7,63.9,2.4,1
STU00186,16,M,A,high_school,middle,charter,suburban,8.1,73.7,0,yes,11,low,no,yes,8.3,4.7,1.0,59.6,59.3,64.8,64.0,2.66,1
STU00187,19,F,D,bachelor,low,public,urban,15.0,88.1,5,no,12,medium,yes,yes,4.8,8.7,7.6,59.1,73.4,74.9,72.4,2.6,1
STU00188,17,F,B,master,middle,public,suburban,10.0,93.4,4,yes,19,high,yes,yes,4.6,8.3,5.9,83.5,100.0,99.2,66.9,3.47,1
STU00189,18,F,B,high_school,middle,public,urban,3.6,82.7,3,no,11,high,no,yes,6.9,3.8,6.6,73.6,70.2,68.1,74.0,2.77,1
STU00190,22,F,A,high_school,middle,charter,urban,2.0,87.1,5,no,5,medium,yes,yes,5.5,5.7,5.8,77.4,97.9,67.2,87.4,3.37,1
STU00191,21,F,B,none,middle,public,urban,1.0,71.5,1,yes,12,low,yes,yes,7.9,3.2,2.0,51.2,62.5,49.0,58.7,2.3,1
STU00192,21,M,B,high_school,middle,public,suburban,11.9,88.2,1,yes,9,medium,yes,yes,7.0,6.5,4.1,100.0,74.0,100.0,64.2,3.27,1
STU00193,18,F,B,bachelor,middle,public,urban,15.5,80.3,3,no,6,medium,yes,no,8.1,5.1,5.5,100.0,90.6,95.1,82.6,3.89,1
STU00194,25,F,C,bachelor,middle,public,suburban,5.7,81.0,2,no,19,medium,yes,no,4.8,6.4,5.1,47.7,65.4,46.7,68.2,2.37,1
STU00195,15,Non-binary,D,some_college,high,private,suburban,14.8,80.4,0,yes,19,medium,yes,yes,7.2,2.4,3.5,61.0,69.5,83.7,92.2,3.07,1
STU00196,18,M,E,high_school,low,public,urban,12.5,80.1,4,no,4,medium,yes,yes,10.0,7.5,5.9,48.7,54.1,42.0,66.4,2.11,1
STU00197,16,M,A,bachelor,middle,public,urban,13.6,76.2,1,yes,6,low,yes,yes,7.8,3.0,6.0,77.0,68.4,95.2,86.5,3.19,1
STU00198,18,F,B,high_school,high,private,suburban,15.5,85.8,5,no,9,low,yes,yes,7.8,4.1,4.4,100.0,74.2,77.8,85.3,3.25,1
STU00199,25,F,C,high_school,middle,public,urban,11.8,93.7,5,yes,9,high,yes,yes,8.2,7.5,8.1,91.1,96.1,100.0,82.7,3.85,1
STU00200,19,M,A,high_school,middle,private,urban,18.5,74.4,2,no,5,low,yes,yes,6.4,4.2,6.0,84.7,68.8,90.5,85.2,3.52,1
STU00201,24,M,C,master,middle,public,urban,15.7,86.6,5,no,19,medium,yes,no,6.4,3.7,6.3,71.0,80.0,94.0,83.7,3.37,1
STU00202,20,M,C,bachelor,high,private,urban,4.9,83.8,4,yes,16,medium,yes,yes,5.5,7.0,4.8,51.6,63.8,54.6,64.0,2.18,1
STU00203,22,M,D,bachelor,high,public,suburban,23.4,80.1,4,yes,2,medium,yes,yes,7.2,3.6,5.5,100.0,99.9,100.0,100.0,3.96,1
STU00204,20,M,B,bachelor,low,public,urban,4.8,83.0,5,no,8,high,yes,no,10.0,4.9,7.5,40.9,44.2,49.2,33.3,1.64,0
STU00205,17,M,D,high_school,low,private,rural,9.5,87.6,4,no,10,medium,no,no,7.8,3.8,2.3,51.0,78.8,49.3,79.2,2.43,1
STU00206,23,M,C,some_college,low,private,suburban,25.4,96.5,4,no,13,medium,no,no,5.1,5.9,2.4,86.8,97.6,64.6,100.0,3.38,1
STU00207,25,F,D,bachelor,low,public,rural,13.5,92.6,4,yes,4,medium,no,yes,6.2,4.0,4.4,72.2,81.9,79.0,66.7,2.72,1
STU00208,17,M,B,master,middle,public,suburban,7.1,87.7,5,yes,5,medium,no,yes,7.8,4.7,5.5,82.2,70.3,96.0,83.1,3.26,1
STU00209,23,M,D,some_college,middle,charter,urban,13.0,92.5,3,no,16,high,yes,yes,7.3,2.3,5.9,100.0,96.2,92.4,68.8,3.49,1
STU00210,17,M,D,high_school,middle,charter,urban,13.6,88.7,3,no,9,high,yes,yes,6.8,6.1,7.1,97.5,96.3,97.8,100.0,3.64,1
STU00211,22,M,B,phd,middle,public,urban,13.7,78.6,3,no,9,high,yes,yes,6.1,5.3,6.6,91.0,62.8,78.6,85.9,3.34,1
STU00212,23,Non-binary,C,some_college,middle,public,suburban,8.0,86.3,3,no,6,high,yes,no,5.6,8.7,6.1,65.2,64.8,76.2,83.9,2.68,1
STU00213,19,F,D,high_school,low,public,suburban,1.9,71.7,0,yes,19,medium,yes,yes,5.3,6.9,4.6,42.8,67.8,48.9,32.0,2.02,1
STU00214,23,M,B,high_school,middle,charter,urban,3.5,79.8,2,no,13,medium,yes,no,8.8,4.8,7.1,74.0,64.0,72.8,67.4,2.73,1
STU00215,17,M,C,none,low,public,suburban,4.4,94.5,0,no,7,medium,no,no,7.3,4.2,7.6,61.3,84.3,61.1,74.7,2.84,1
STU00216,15,M,C,bachelor,high,private,urban,20.2,80.9,1,yes,1,low,yes,yes,8.3,5.9,4.6,100.0,100.0,87.7,92.8,3.88,1
STU00217,16,M,D,bachelor,middle,public,suburban,4.2,77.9,1,no,19,high,yes,no,7.2,6.2,6.9,60.6,56.2,53.9,60.5,2.27,1
STU00218,19,M,A,high_school,low,private,urban,10.5,77.7,5,yes,14,medium,yes,no,7.3,2.8,4.7,72.0,86.6,67.4,78.0,3.3,1
STU00219,24,M,C,high_school,low,public,urban,18.0,69.9,3,no,8,medium,no,yes,6.8,4.9,2.8,92.0,90.6,80.3,100.0,3.67,1
STU00220,16,M,B,some_college,middle,public,suburban,14.9,80.9,2,no,3,medium,yes,yes,6.5,5.0,2.2,62.2,79.4,87.9,91.9,3.19,1
STU00221,20,F,C,some_college,middle,public,rural,19.5,83.5,1,yes,20,high,yes,yes,5.5,8.8,8.5,100.0,100.0,79.6,83.7,3.64,1
STU00222,22,M,D,high_school,high,charter,suburban,7.9,83.7,5,yes,20,low,yes,yes,6.1,5.7,6.8,65.7,57.2,76.9,80.0,3.09,1
STU00223,17,M,C,high_school,middle,private,urban,14.3,87.8,2,yes,5,high,no,yes,5.0,6.9,6.9,75.7,73.3,93.9,89.0,3.17,1
STU00224,22,F,C,master,low,public,suburban,18.0,89.0,4,no,1,low,yes,yes,5.6,6.9,6.6,71.3,94.2,100.0,100.0,3.68,1
STU00225,18,M,B,phd,high,charter,suburban,19.0,71.4,3,no,10,medium,yes,yes,7.0,2.5,4.2,100.0,100.0,100.0,100.0,4.0,1
STU00226,23,M,B,some_college,middle,public,urban,16.3,76.7,3,no,17,medium,yes,yes,6.5,7.4,7.3,82.2,84.2,78.5,83.2,3.36,1
STU00227,21,M,D,bachelor,middle,charter,suburban,4.3,83.7,4,no,12,low,yes,yes,6.9,3.3,5.6,68.5,85.7,83.7,69.3,3.03,1
STU00228,21,M,A,master,high,public,urban,16.9,87.1,3,no,10,high,yes,yes,8.4,3.2,5.5,100.0,99.3,100.0,95.1,3.98,1
STU00229,16,M,D,none,middle,public,suburban,12.9,71.2,3,no,16,medium,yes,yes,7.8,5.7,1.0,50.4,43.5,66.1,47.9,2.27,1
STU00230,20,F,D,master,middle,public,urban,11.1,74.7,3,no,15,high,yes,no,7.3,5.2,3.2,67.8,56.3,65.7,64.1,2.41,1
STU00231,24,F,D,some_college,high,charter,suburban,8.3,89.5,4,yes,2,medium,yes,yes,5.4,9.8,9.2,44.3,72.8,67.7,71.1,2.43,1
STU00232,15,M,B,some_college,middle,private,urban,13.7,89.3,0,no,20,high,no,yes,5.6,6.9,9.5,91.3,69.4,83.5,64.5,2.95,1
STU00233,23,M,C,some_college,low,public,urban,4.2,78.6,2,no,14,low,yes,yes,6.2,5.9,1.8,51.9,27.9,54.5,50.8,1.74,0
STU00234,20,F,A,high_school,low,charter,urban,7.0,80.3,1,no,15,high,yes,yes,6.1,6.1,1.8,63.8,74.9,83.5,56.3,2.66,1
STU00235,22,F,E,bachelor,low,private,suburban,16.3,79.9,5,no,7,high,no,yes,4.5,9.3,8.4,78.6,100.0,72.4,85.1,3.37,1
STU00236,22,M,D,bachelor,middle,private,rural,17.8,95.1,4,yes,7,high,yes,yes,8.8,5.3,5.9,100.0,100.0,100.0,100.0,3.79,1
STU00237,19,M,C,high_school,high,public,urban,14.3,78.8,4,no,8,medium,yes,yes,7.3,6.2,4.4,100.0,81.8,95.1,100.0,3.99,1
STU00238,18,M,D,some_college,high,public,urban,9.1,92.9,1,no,5,high,yes,yes,7.7,3.1,3.9,100.0,100.0,100.0,91.6,4.0,1
STU00239,21,F,B,phd,middle,public,suburban,5.8,62.1,2,no,2,medium,yes,yes,6.6,4.7,3.0,58.1,63.3,60.5,78.8,2.58,1
STU00240,16,M,C,master,high,public,urban,8.2,73.6,0,yes,1,medium,yes,yes,7.3,1.0,8.4,97.6,97.5,88.1,100.0,4.0,1
STU00241,21,M,D,bachelor,middle,public,urban,19.2,83.3,1,no,3,medium,yes,yes,6.9,5.8,6.0,93.2,71.3,100.0,87.9,3.39,1
STU00242,16,M,A,high_school,middle,public,urban,11.7,85.9,3,no,7,low,yes,yes,8.2,5.6,1.3,67.0,57.4,85.4,100.0,3.09,1
STU00243,22,M,E,high_school,low,public,urban,9.0,83.0,4,no,13,medium,no,no,7.9,6.6,3.8,74.6,72.2,64.4,72.3,3.02,1
STU00244,21,M,D,high_school,middle,public,suburban,11.5,87.2,5,no,17,medium,yes,yes,6.7,5.2,8.7,93.6,86.0,97.0,78.4,3.62,1
STU00245,15,F,E,bachelor,middle,private,suburban,15.6,86.4,2,no,0,low,no,no,5.3,5.9,5.5,70.1,58.4,74.9,73.8,2.73,1
STU00246,23,F,D,bachelor,low,public,urban,4.4,78.9,4,no,10,medium,yes,yes,5.5,6.7,2.4,45.3,62.7,57.0,50.1,2.17,1
STU00247,19,M,B,master,high,public,urban,10.0,97.0,1,no,0,low,yes,no,6.4,9.1,3.9,54.7,67.6,69.2,65.0,2.9,1
STU00248,23,M,C,high_school,low,public,urban,13.5,78.8,2,no,3,high,no,yes,7.1,2.4,5.6,96.3,89.9,95.2,74.3,3.39,1
STU00249,15,F,A,phd,middle,public,rural,13.9,96.3,3,yes,19,low,yes,yes,5.6,6.8,6.8,84.0,96.4,70.1,77.3,3.48,1
STU00250,16,M,D,phd,low,public,suburban,18.2,77.0,3,no,14,medium,yes,no,6.6,2.5,5.0,83.6,90.7,91.9,82.8,3.5,1
STU00251,20,M,B,bachelor,middle,public,rural,16.0,85.1,2,no,0,low,no,no,8.2,6.8,7.7,73.0,68.1,100.0,83.7,3.12,1
STU00252,17,M,D,master,middle,public,rural,7.4,76.2,2,no,7,medium,yes,yes,8.0,3.9,6.0,71.4,81.9,77.9,78.2,3.36,1
STU00253,18,F,B,some_college,low,public,suburban,0.0,83.3,4,yes,2,medium,no,no,6.6,5.5,1.0,47.3,46.4,36.9,33.4,1.85,0
STU00254,22,F,B,high_school,low,charter,rural,10.8,94.6,2,no,1,medium,yes,no,7.0,2.2,6.3,93.8,83.3,100.0,70.4,3.64,1
STU00255,16,F,A,high_school,middle,public,urban,4.2,81.3,1,yes,10,medium,yes,yes,8.4,4.1,5.1,78.2,88.8,91.6,82.3,3.49,1
STU00256,22,F,D,none,middle,public,urban,13.0,86.1,0,yes,19,low,yes,yes,8.7,2.0,3.9,63.6,57.1,81.6,68.2,2.74,1
STU00257,16,M,B,none,middle,private,suburban,19.5,85.5,2,yes,4,medium,no,yes,7.4,3.5,6.3,85.6,93.9,100.0,96.8,3.85,1
STU00258,16,M,B,bachelor,middle,public,urban,5.3,87.3,1,yes,1,low,yes,yes,8.0,5.1,4.4,43.9,51.1,52.9,67.0,2.14,1
STU00259,21,M,B,high_school,low,private,suburban,13.5,93.3,2,yes,8,medium,no,no,8.1,2.9,5.6,97.7,100.0,100.0,100.0,4.0,1
STU00260,23,F,B,high_school,middle,private,rural,15.7,72.6,2,no,12,medium,yes,no,6.7,6.9,4.5,58.2,86.1,77.8,83.9,3.03,1
STU00261,16,F,E,high_school,high,public,rural,13.5,73.2,5,no,13,medium,yes,no,6.3,4.0,4.7,60.8,76.1,88.2,91.3,3.12,1
STU00262,18,M,C,bachelor,low,public,suburban,12.6,82.1,5,no,1,low,no,yes,8.0,3.8,6.8,76.2,100.0,89.3,100.0,3.72,1
STU00263,25,F,B,master,middle,public,suburban,0.0,80.0,2,yes,5,medium,yes,yes,8.6,3.0,5.7,63.5,57.3,51.4,60.8,2.41,1
STU00264,25,M,B,some_college,middle,charter,suburban,11.4,86.1,3,yes,15,medium,yes,yes,6.3,7.7,6.3,78.4,84.1,93.0,92.8,3.17,1
STU00265,21,M,A,bachelor,high,charter,suburban,12.3,81.5,1,no,2,low,yes,yes,6.2,2.2,4.0,92.9,83.0,94.3,89.9,3.73,1
STU00266,19,M,C,phd,low,private,urban,17.9,84.8,0,no,19,medium,yes,no,6.4,5.7,7.3,82.3,100.0,86.8,83.7,3.54,1
STU00267,18,F,A,bachelor,middle,public,suburban,17.3,83.3,5,yes,3,high,no,yes,4.8,8.6,6.5,58.3,85.5,75.3,81.8,2.99,1
STU00268,21,F,A,bachelor,middle,public,urban,8.4,84.0,1,yes,16,low,yes,yes,5.0,10.0,4.2,80.4,61.3,64.3,55.8,2.69,1
STU00269,21,F,A,bachelor,low,private,suburban,0.0,80.9,5,no,2,high,yes,no,5.2,6.3,8.3,68.3,66.6,54.5,75.2,2.57,1
STU00270,18,F,B,phd,low,public,urban,2.0,65.3,1,yes,10,medium,yes,no,6.7,3.9,4.5,65.8,76.2,43.9,76.7,2.62,1
STU00271,15,F,D,high_school,high,charter,suburban,19.9,76.6,2,yes,10,high,yes,yes,6.3,4.7,6.8,94.1,100.0,100.0,100.0,3.66,1
STU00272,16,F,A,bachelor,middle,charter,suburban,11.0,88.5,2,yes,20,high,yes,no,6.2,5.3,3.7,75.4,61.9,54.4,76.1,2.72,1
STU00273,25,F,D,some_college,low,public,urban,1.4,60.6,5,yes,2,high,no,yes,6.7,5.3,4.5,37.2,26.2,28.1,45.4,1.1,0
STU00274,19,M,C,high_school,middle,public,rural,2.6,94.7,1,no,7,high,yes,yes,8.6,4.5,7.7,80.1,97.6,86.9,87.4,3.54,1
STU00275,20,F,D,bachelor,middle,public,suburban,12.9,78.6,2,no,8,medium,yes,yes,7.3,2.9,5.4,79.5,68.3,84.2,94.7,3.57,1
STU00276,20,F,B,bachelor,low,public,suburban,11.3,90.4,4,yes,5,medium,yes,yes,6.9,3.9,5.4,91.0,77.1,86.5,97.7,3.48,1
STU00277,23,F,D,master,middle,public,urban,21.9,74.8,4,yes,3,high,yes,no,7.6,5.5,5.9,100.0,100.0,100.0,94.4,3.9,1
STU00278,15,M,D,master,middle,private,urban,11.5,63.0,1,no,8,low,yes,no,6.1,6.5,4.8,63.5,50.1,63.4,46.4,2.17,1
STU00279,15,F,E,bachelor,middle,public,rural,13.8,74.7,1,no,20,medium,yes,yes,6.9,7.3,4.4,76.0,97.3,86.3,62.2,3.11,1
STU00280,18,F,D,some_college,middle,public,suburban,10.7,80.8,1,no,12,medium,yes,yes,6.0,4.9,4.6,66.7,76.1,100.0,88.9,3.0,1
STU00281,20,M,A,master,low,public,urban,16.0,85.4,0,no,17,low,yes,no,4.7,9.2,4.0,62.0,57.4,64.4,64.6,2.09,1
STU00282,22,Non-binary,E,high_school,middle,public,suburban,21.1,71.0,2,yes,4,medium,yes,yes,6.6,5.7,4.9,100.0,100.0,100.0,100.0,4.0,1
STU00283,20,M,D,high_school,middle,public,urban,16.2,87.6,3,yes,16,low,yes,yes,6.9,5.7,5.8,82.5,88.0,89.0,100.0,3.5,1
STU00284,19,M,B,some_college,middle,charter,rural,22.8,84.8,5,yes,20,low,no,yes,6.4,6.4,5.8,99.7,87.1,94.8,100.0,4.0,1
STU00285,25,M,B,some_college,low,public,urban,13.3,82.2,2,no,15,medium,no,no,8.3,2.7,7.8,69.0,81.0,77.8,100.0,3.23,1
STU00286,16,F,E,bachelor,low,private,suburban,1.1,86.3,1,yes,11,high,yes,yes,7.1,1.4,7.2,69.0,75.4,90.1,65.8,3.08,1
STU00287,21,F,B,bachelor,high,public,urban,7.5,81.3,0,yes,19,low,yes,yes,7.7,4.7,3.4,89.1,88.3,82.9,78.7,3.45,1
STU00288,20,M,D,none,low,private,urban,14.0,85.5,5,no,16,low,no,no,5.4,5.6,3.3,55.9,88.7,60.6,78.2,2.91,1
STU00289,20,F,C,bachelor,middle,public,suburban,10.1,87.7,0,no,5,high,yes,no,8.4,3.4,8.0,73.6,96.4,97.8,98.6,3.57,1
STU00290,23,M,D,bachelor,middle,public,urban,11.5,86.0,0,no,5,medium,no,yes,7.5,3.8,6.8,90.1,88.7,74.9,98.5,3.65,1
STU00291,17,M,A,phd,high,public,urban,8.5,100.0,3,yes,19,medium,yes,yes,8.9,2.6,7.9,88.6,100.0,100.0,100.0,3.79,1
STU00292,25,F,D,high_school,high,private,suburban,20.1,67.7,3,no,0,medium,yes,yes,8.4,4.7,5.8,83.8,92.3,90.4,88.1,3.6,1
STU00293,18,F,C,bachelor,middle,public,suburban,20.7,72.1,2,no,9,high,no,yes,4.7,8.8,5.6,83.6,76.7,82.4,75.9,3.24,1
STU00294,20,F,E,bachelor,high,public,rural,11.0,93.0,3,yes,0,high,yes,yes,5.6,5.7,7.1,64.3,72.0,92.7,78.1,3.21,1
STU00295,20,F,B,some_college,low,public,suburban,8.8,67.5,0,yes,2,low,yes,no,5.7,4.2,1.9,35.7,45.0,52.4,52.9,1.81,0
STU00296,24,Non-binary,A,high_school,high,private,urban,19.1,89.8,3,no,20,medium,yes,yes,7.2,7.0,5.4,100.0,96.0,89.8,82.7,3.74,1
STU00297,19,M,B,none,middle,public,urban,16.3,91.7,2,yes,11,medium,yes,yes,8.2,6.6,9.4,82.3,95.3,84.7,100.0,3.41,1
STU00298,18,M,A,high_school,high,public,suburban,1.6,71.7,5,yes,16,medium,yes,yes,6.7,6.8,5.1,62.7,60.2,61.9,67.6,2.42,1
STU00299,15,M,E,some_college,high,private,urban,16.0,91.2,0,no,16,low,yes,yes,7.4,2.8,5.2,99.5,75.9,96.6,100.0,3.71,1
STU00300,19,F,A,bachelor,high,public,urban,15.4,92.2,5,no,20,high,yes,yes,5.9,6.6,6.0,100.0,94.5,89.1,88.6,3.37,1
STU00301,24,F,B,some_college,middle,public,rural,12.1,88.0,0,yes,15,high,yes,yes,6.2,8.6,9.1,76.3,91.4,84.8,89.4,3.29,1
STU00302,15,F,D,bachelor,low,public,suburban,5.3,78.9,0,no,19,medium,yes,no,7.5,4.3,2.8,57.9,58.3,44.9,50.3,2.03,1
STU00303,24,M,B,none,middle,public,urban,4.9,95.6,4,no,8,low,yes,yes,8.1,4.7,6.2,70.7,62.3,77.0,91.1,3.0,1
STU00304,20,M,B,high_school,low,charter,urban,0.0,68.5,0,no,1,high,yes,yes,7.6,3.6,5.0,48.2,55.4,47.1,43.4,2.18,1
STU00305,16,F,D,bachelor,middle,private,suburban,7.6,86.9,0,yes,9,medium,yes,yes,6.2,5.1,4.2,83.7,85.8,71.0,94.3,3.12,1
STU00306,18,Non-binary,C,bachelor,low,private,suburban,0.0,66.6,3,no,10,medium,no,yes,6.1,7.8,1.8,60.6,49.2,44.9,45.3,2.1,1
STU00307,21,M,D,bachelor,middle,public,urban,8.3,93.0,2,no,14,medium,yes,yes,6.2,2.8,8.9,97.7,95.3,92.0,85.6,4.0,1
STU00308,18,M,C,bachelor,low,public,suburban,13.0,84.3,2,no,15,medium,yes,no,7.2,4.0,6.6,76.5,68.1,76.7,59.6,2.82,1
STU00309,16,M,B,phd,high,charter,rural,6.4,78.9,1,no,7,medium,yes,yes,9.0,6.7,3.1,100.0,67.2,100.0,87.1,3.78,1
STU00310,22,M,C,master,middle,public,urban,20.0,92.7,4,no,5,medium,yes,yes,6.8,4.0,3.0,100.0,99.4,92.8,95.6,3.83,1
STU00311,22,M,D,bachelor,middle,private,suburban,23.2,68.8,5,no,17,low,no,yes,7.1,5.8,3.6,87.5,79.0,81.1,91.9,3.29,1
STU00312,16,M,C,high_school,low,public,rural,11.0,90.5,4,yes,17,medium,no,no,8.2,4.9,6.2,69.1,76.3,59.6,64.0,2.7,1
STU00313,18,F,D,none,middle,public,suburban,13.7,82.2,0,no,8,medium,yes,yes,7.7,6.0,5.2,61.7,63.8,53.5,59.3,2.4,1
STU00314,17,M,C,bachelor,middle,charter,rural,1.8,81.3,3,no,16,medium,yes,yes,7.8,3.4,3.7,78.7,68.8,74.7,73.7,2.9,1
STU00315,22,M,C,some_college,low,private,urban,11.2,89.8,2,no,4,medium,no,yes,7.0,3.8,5.0,100.0,88.1,90.0,95.2,3.77,1
STU00316,23,M,D,high_school,middle,charter,suburban,2.1,93.5,2,no,13,low,no,yes,7.5,4.1,7.4,66.7,59.2,72.8,58.5,2.5,1
STU00317,22,F,A,high_school,middle,private,suburban,0.2,90.0,4,yes,1,high,yes,yes,7.2,3.8,7.3,81.8,73.4,70.9,67.8,2.85,1
STU00318,25,M,C,master,high,public,urban,5.3,70.9,2,no,5,medium,yes,yes,5.2,7.5,2.2,55.0,58.4,51.5,75.3,2.32,1
STU00319,23,M,A,high_school,low,public,suburban,8.7,85.0,5,no,3,medium,yes,no,5.8,6.8,3.1,58.8,64.2,62.3,64.7,2.4,1
STU00320,18,M,D,bachelor,middle,public,suburban,11.3,88.9,3,yes,18,medium,yes,yes,6.5,5.2,5.2,67.2,54.3,88.0,49.6,2.5,1
STU00321,16,F,C,master,high,public,urban,12.5,87.7,1,yes,11,high,yes,yes,6.2,4.9,6.7,100.0,82.1,96.2,100.0,3.96,1
STU00322,21,F,B,bachelor,high,public,urban,5.4,92.2,5,yes,3,high,yes,yes,6.2,3.5,9.0,83.3,97.6,100.0,100.0,3.85,1
STU00323,25,M,A,high_school,middle,public,suburban,11.1,84.0,3,no,2,high,yes,yes,9.4,6.9,6.1,76.9,62.4,70.1,74.4,2.67,1
STU00324,25,M,E,bachelor,low,charter,rural,6.4,75.6,4,no,2,medium,yes,yes,7.4,2.2,6.3,87.3,87.4,92.4,64.5,3.36,1
STU00325,17,M,B,bachelor,middle,private,suburban,12.3,73.4,1,yes,8,medium,yes,yes,8.4,5.6,1.1,83.4,72.6,95.1,88.0,3.41,1
STU00326,17,F,B,high_school,middle,public,urban,9.1,78.3,1,no,0,medium,yes,yes,4.3,9.9,4.7,71.4,76.9,67.1,65.4,2.66,1
STU00327,15,F,A,bachelor,middle,private,urban,0.7,85.6,3,no,9,medium,yes,yes,9.1,4.9,6.9,75.9,75.3,70.5,63.8,2.78,1
STU00328,16,M,C,high_school,low,private,rural,5.5,85.8,1,no,18,low,no,no,5.7,5.2,8.4,79.4,81.5,92.9,70.7,3.24,1
STU00329,21,M,B,bachelor,middle,charter,suburban,14.8,93.7,0,no,2,medium,yes,yes,8.9,5.8,2.8,99.2,89.1,90.1,79.6,3.55,1
STU00330,21,F,D,master,low,public,suburban,16.1,86.4,2,yes,2,high,yes,yes,6.3,5.0,5.5,82.9,82.4,77.1,90.6,3.39,1
STU00331,19,F,D,some_college,high,public,suburban,4.5,77.5,1,no,10,medium,yes,yes,5.6,5.6,2.3,55.8,57.3,63.8,45.0,2.37,1
STU00332,18,M,A,phd,low,public,urban,7.0,84.9,5,no,20,medium,yes,yes,7.7,4.8,4.8,69.0,60.6,58.9,65.0,2.3,1
STU00333,24,M,C,some_college,high,private,urban,9.2,89.8,2,no,15,high,yes,yes,5.4,6.3,8.5,88.9,94.1,85.9,100.0,3.62,1
STU00334,20,M,B,master,middle,charter,urban,19.0,100.0,2,no,11,medium,yes,yes,6.7,5.5,7.3,100.0,100.0,100.0,100.0,4.0,1
STU00335,23,F,A,bachelor,high,public,suburban,15.2,86.7,0,no,14,medium,yes,yes,5.2,9.2,5.7,63.2,68.9,74.9,73.3,2.74,1
STU00336,25,F,C,high_school,high,public,suburban,3.7,79.3,3,no,15,low,yes,yes,9.9,7.4,4.7,58.2,54.0,57.0,50.1,2.24,1
STU00337,18,F,B,master,low,public,suburban,14.1,81.8,1,no,2,high,yes,yes,5.9,5.9,10.0,89.7,91.5,97.6,88.3,3.69,1
STU00338,17,F,D,master,low,public,rural,18.7,84.5,4,yes,7,low,yes,no,7.8,1.5,4.2,85.2,98.1,86.7,85.6,3.52,1
STU00339,25,M,C,some_college,low,public,urban,11.4,98.0,0,yes,8,high,no,no,7.3,5.1,4.7,99.0,78.9,80.0,90.6,3.59,1
STU00340,21,M,B,bachelor,middle,private,suburban,6.8,80.4,4,no,9,low,yes,yes,7.7,1.4,3.8,80.8,69.0,76.0,69.9,2.77,1
STU00341,18,M,E,high_school,low,public,rural,14.7,71.4,5,no,4,high,no,yes,6.5,5.5,2.9,47.2,70.8,73.8,79.6,2.63,1
STU00342,21,F,C,none,middle,public,urban,11.1,92.5,5,yes,3,high,yes,yes,7.4,3.7,7.0,64.4,95.2,85.7,91.4,3.36,1
STU00343,20,F,B,high_school,high,private,urban,9.9,86.2,3,no,0,medium,yes,yes,9.5,6.2,7.1,86.7,93.7,87.6,73.8,3.71,1
STU00344,24,M,C,some_college,middle,private,rural,16.4,72.0,1,no,9,low,yes,yes,6.9,3.1,6.1,66.4,94.2,85.3,76.9,3.16,1
STU00345,17,M,E,high_school,middle,public,urban,10.5,87.2,3,no,15,high,yes,yes,6.3,3.9,7.6,80.9,89.3,87.6,81.7,3.37,1
