paper_id,title,abstract,authors,year,month,category,subcategory,citation_count,venue,num_authors,has_code,primary_method,dataset_used,is_survey
arxiv.201905.00409,Image Segmentation at Scale,"Motivated by recent progress in reinforcement learning, we develop FastTune for speech recognition. Our framework integrates adversarial training with a novel fusion module that captures temporal dynamics. Results on widely-used evaluation protocols show consistent improvements across all evaluation metrics, establishing a new baseline for future research.",Ahmed Shah; Hao He; Noam Mueller; Rui Amodei; Siddharth Lin; Yoshua Gao,2019,5,cs.CV,object-detection,21,NAACL,6,False,rnn,LAION-5B,False
arxiv.202312.01939,Learning Continual Learning,"This paper presents NeuralBridge, designed for efficient anomaly detection. By leveraging gradient checkpointing and multi-head attention, our approach reduces computational cost by 56% while maintaining competitive performance on widely-used evaluation protocols. We provide detailed analysis of the trade-offs between efficiency and accuracy.",Ian Johnson,2023,12,cs.LG,federated-learning,20462,NeurIPS,1,False,transformer,custom,False
arxiv.202003.00517,Progressive Transfer Learning using Mixture of Experts,"We propose ScaleNet, a novel approach to machine translation. Our method leverages graph convolutions to achieve state-of-the-art results on widely-used evaluation protocols. Experiments demonstrate improvements of 1.7% over previous methods. We further analyze the effectiveness of our approach through extensive ablation studies and show its generalization across multiple settings.",Ashish Wilson; Jean Bengio; Matthew Mueller; Oriol Mohamed; Ross Yamamoto; Wei Ma,2020,3,cs.LG,deep-learning,7,NeurIPS,6,False,cnn,multiple,False
arxiv.202201.01639,End-to-End Deep Learning Theory using Large Language Models,"We study the problem of visual reasoning and propose DeepReason, a scalable framework based on contrastive learning. Our key insight is that sparse attention patterns can approximate dense attention with minimal loss. Extensive experiments on both synthetic and real-world data show that our method achieves new state-of-the-art results while maintaining practical inference times. Code and models are publicly available.",Daniel Popov; Diego Huang; Yann Williams; Yoshua Williams,2022,1,cs.LG,automl,23,arXiv-only,4,False,cnn,MNIST,True
arxiv.202001.00560,Scalable Session-Based Recommendation,"Recent advances in generative modeling have shown promising results for machine translation. However, existing methods suffer from distribution shift. We address this by proposing DenseFormer, which combines knowledge distillation with variational inference to overcome these challenges. Our experiments on multiple established benchmarks demonstrate both improved accuracy and efficiency compared to state-of-the-art approaches.",Dmitri Yang; Peng Zhou; Xin Shazeer,2020,1,cs.IR,knowledge-graphs,4,arXiv-only,3,False,bayesian,AG News,False
arxiv.202312.02060,Zero-Shot Deep Learning Theory across Domains,"We present a comprehensive study of anomaly detection in the context of foundation models. Through systematic experiments on standard benchmarks, we identify key factors that influence model performance and propose MetaAdapt as a unified solution. Our approach achieves competitive results while being significantly more parameter-efficient than existing methods.",Aditya Williams; Ahmed Wu; Ashish Ren; Benjamin Girshick; Rahul Williams,2023,12,cs.LG,meta-learning,4,arXiv-only,5,False,reinforcement_learning,CIFAR-10,False
arxiv.202005.00558,Revisiting Knowledge Distillation with Vision Transformers,"This paper presents DiffuGen, designed for efficient question answering. By leveraging residual connections and self-supervised pre-training, our approach reduces computational cost by 30% while maintaining competitive performance on standard benchmarks. We provide detailed analysis of the trade-offs between efficiency and accuracy.",Olga Petrov; Robert Bianchi; Siddharth Goodfellow,2020,5,cs.LG,federated-learning,22,NeurIPS,3,False,transformer,Fashion-MNIST,False
arxiv.202011.00520,Cross-Lingual AutoML via Contrastive Learning,"We study the problem of recommendation and propose UniModel, a scalable framework based on curriculum learning. Our key insight is that hierarchical representations capture multi-scale patterns more effectively. Extensive experiments on challenging real-world datasets show that our method achieves new state-of-the-art results while maintaining practical inference times. Code and models are publicly available.",Ivan Ma; Noam Liang; Oriol LeCun,2020,11,cs.LG,optimization,648,ICLR,3,True,diffusion,CIFAR-10,False
arxiv.202001.00615,Transfer Learning,"Recent advances in deep learning have shown promising results for robot manipulation. However, existing methods suffer from distribution shift. We address this by proposing ScaleNet, which combines curriculum learning with self-supervised pre-training to overcome these challenges. Our experiments on diverse evaluation suites demonstrate both improved accuracy and efficiency compared to state-of-the-art approaches.",Neha Devlin,2020,1,cs.LG,representation-learning,2,arXiv-only,1,True,reinforcement_learning,multiple,False
arxiv.202412.02287,Progressive Density Estimation with Transformers,"In this work, we tackle the problem of language understanding by introducing AutoScale. The core idea is to use flow matching to learn robust representations that generalize across domains. We validate our approach on multiple established benchmarks and demonstrate substantial improvements. We also provide theoretical analysis supporting our design choices.",Oriol Mohamed; Pierre Bengio; Tao Liang,2024,12,stat.ML,causal-inference,2,arXiv-only,3,True,transformer,custom,False
arxiv.202207.01513,Semi-Supervised Image Generation with Limited Labels,"In this work, we tackle the problem of recommendation by introducing DualPath. The core idea is to use self-supervised pre-training to learn robust representations that generalize across domains. We validate our approach on challenging real-world datasets and demonstrate substantial improvements. We also provide theoretical analysis supporting our design choices.",Elena Thomas; Ilya Hinton; Li Goodfellow; Tao Smith,2022,7,cs.CV,video-understanding,9,CVPR,4,True,gnn,COCO,False
arxiv.202101.00823,Scalable Planning under Uncertainty,"We study the problem of anomaly detection and propose DeepReason, a scalable framework based on energy-based models. Our key insight is that sparse attention patterns can approximate dense attention with minimal loss. Extensive experiments on competitive benchmarks show that our method achieves new state-of-the-art results while maintaining practical inference times. Code and models are publicly available.",Aditya Ivanov; Michael Liang; Ming Radford; Olga Brown; Qiang Bernard; Ross Liu; Yoshua Amodei,2021,1,cs.AI,multi-agent,21,arXiv-only,7,False,gnn,OpenAI Gym,False
arxiv.202303.01873,RLHF via Contrastive Learning,"We propose DiffuGen, a novel approach to question answering. Our method leverages denoising diffusion to achieve state-of-the-art results on diverse evaluation suites. Experiments demonstrate improvements of 8.7% over previous methods. We further analyze the effectiveness of our approach through extensive ablation studies and show its generalization across multiple settings.",Bo Goodfellow; Chen Gao; Hans Ali; Rahul Smith; Sergey Sun; Sofia Schmidt; Yuki Thomas,2023,3,cs.CL,sentiment-analysis,1,arXiv-only,7,False,transformer,OpenWebText,False
arxiv.202304.01777,Panoptic Segmentation using Attention Mechanisms,"This paper introduces SparseGPT for speech recognition. Unlike prior work that relies on data augmentation, we design a prompt tuning framework that directly addresses data heterogeneity. Evaluation on widely-used evaluation protocols shows that our approach outperforms existing baselines by a significant margin while requiring fewer computational resources.",Alex Wang; Dario Brown; Matthew Ma; Percy Xu; Sofia Shah,2023,4,cs.CV,image-segmentation,81,ICML,5,True,diffusion,LAION-5B,False
arxiv.201907.00230,Federated Language Modeling with Limited Labels,"We present a comprehensive study of object detection in the context of embodied AI. Through systematic experiments on diverse evaluation suites, we identify key factors that influence model performance and propose UniModel as a unified solution. Our approach achieves competitive results while being significantly more parameter-efficient than existing methods.",Dario Yang; Geoffrey Vaswani; Hans Goodfellow; Kenji Huang,2019,7,cs.CL,dialogue,8,NeurIPS,4,False,rnn,OpenWebText,False
